0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0.00366279,0.00360831,0.00291614,1
0.0109963,0.0108327,0.00875473,1
0.0183298,0.0180572,0.0145933,1
0.0256633,0.0252816,0.0204319,1
0.0329968,0.032506,0.0262705,1
0.0403303,0.0397304,0.0321091,1
0.0476638,0.0469549,0.0379477,1
0.0549972,0.0541793,0.0437863,1
0.0623308,0.0614037,0.0496249,1
0.0696642,0.0686281,0.0554635,1
0.0769977,0.0758526,0.061302,1
0.0843312,0.083077,0.0671406,1
0.0916647,0.0903014,0.0729792,1
0.0989982,0.0975258,0.0788178,1
0.106332,0.10475,0.0846564,1
0.113665,0.111975,0.090495,1
0.120999,0.119199,0.0963336,1
0.128332,0.126424,0.102172,1
0.135666,0.133648,0.108011,1
0.142999,0.140872,0.113849,1
0.150333,0.148097,0.119688,1
0.157666,0.155321,0.125527,1
0.165,0.162546,0.131365,1
0.172333,0.16977,0.137204,1
0.179667,0.176995,0.143042,1
0.187,0.184219,0.148881,1
0.194334,0.191443,0.154719,1
0.201667,0.198668,0.160558,1
0.209001,0.205892,0.166397,1
0.216334,0.213117,0.172235,1
0.223668,0.220341,0.178074,1
0.231001,0.227565,0.183912,1
0.238335,0.23479,0.189751,1
0.245668,0.242014,0.19559,1
0.253002,0.249239,0.201428,1
0.260335,0.256463,0.207267,1
0.267669,0.263688,0.213105,1
0.275002,0.270912,0.218944,1
0.282336,0.278136,0.224783,1
0.289669,0.285361,0.230621,1
0.297003,0.292585,0.23646,1
0.304336,0.29981,0.242298,1
0.31167,0.307034,0.248137,1
0.319003,0.314259,0.253976,1
0.326337,0.321483,0.259814,1
0.33367,0.328707,0.265653,1
0.341004,0.335932,0.271491,1
0.348337,0.343156,0.27733,1
0.355671,0.350381,0.283168,1
0.363004,0.357605,0.289007,1
0.370338,0.36483,0.294846,1
0.377671,0.372054,0.300684,1
0.385004,0.379278,0.306523,1
0.392338,0.386503,0.312361,1
0.399671,0.393727,0.3182,1
0.407005,0.400952,0.324039,1
0.414338,0.408176,0.329877,1
0.421672,0.4154,0.335716,1
0.429005,0.422625,0.341554,1
0.436339,0.429849,0.347393,1
0.443672,0.437074,0.353232,1
0.451006,0.444298,0.35907,1
0.458339,0.451523,0.364909,1
0.465673,0.458747,0.370747,1
0.473006,0.465971,0.376586,1
0.48034,0.473196,0.382424,1
0.487673,0.48042,0.388263,1
0.495007,0.487645,0.394102,1
0.50234,0.494869,0.39994,1
0.509674,0.502094,0.405779,1
0.517007,0.509318,0.411617,1
0.524341,0.516542,0.417456,1
0.531674,0.523767,0.423295,1
0.539008,0.530991,0.429133,1
0.546341,0.538216,0.434972,1
0.553675,0.54544,0.44081,1
0.561008,0.552665,0.446649,1
0.568342,0.559889,0.452488,1
0.575675,0.567113,0.458326,1
0.583009,0.574338,0.464165,1
0.590342,0.581562,0.470003,1
0.597676,0.588787,0.475842,1
0.605009,0.596011,0.481681,1
0.612343,0.603236,0.487519,1
0.619676,0.61046,0.493358,1
0.62701,0.617684,0.499196,1
0.634343,0.624909,0.505035,1
0.641677,0.632133,0.510873,1
0.64901,0.639358,0.516712,1
0.656344,0.646582,0.522551,1
0.663677,0.653807,0.528389,1
0.671011,0.661031,0.534228,1
0.678344,0.668255,0.540066,1
0.685678,0.67548,0.545905,1
0.693011,0.682704,0.551744,1
0.700345,0.689929,0.557582,1
0.707678,0.697153,0.563421,1
0.715012,0.704378,0.569259,1
0.722345,0.711602,0.575098,1
0.729679,0.718826,0.580937,1
0.737012,0.726051,0.586775,1
0.744346,0.733275,0.592614,1
0.751679,0.7405,0.598452,1
0.759013,0.747724,0.604291,1
0.766346,0.754948,0.610129,1
0.77368,0.762173,0.615968,1
0.781013,0.769397,0.621807,1
0.788347,0.776622,0.627645,1
0.79568,0.783846,0.633484,1
0.803014,0.791071,0.639322,1
0.810347,0.798295,0.645161,1
0.817681,0.805519,0.651,1
0.825014,0.812744,0.656838,1
0.832348,0.819968,0.662677,1
0.839681,0.827193,0.668515,1
0.847015,0.834417,0.674354,1
0.854348,0.841642,0.680193,1
0.861682,0.848866,0.686031,1
0.869015,0.85609,0.69187,1
0.876349,0.863315,0.697708,1
0.883682,0.870539,0.703547,1
0.891016,0.877764,0.709386,1
0.898349,0.884988,0.715224,1
0.905683,0.892213,0.721063,1
0.913016,0.899437,0.726901,1
0.92035,0.906661,0.73274,1
0.927683,0.913886,0.738578,1
0.935017,0.92111,0.744417,1
0.94235,0.928335,0.750256,1
0.949684,0.935559,0.756094,1
0.957017,0.942783,0.761933,1
0.964351,0.950008,0.767771,1
0.971684,0.957232,0.77361,1
0.979018,0.964457,0.779449,1
0.986351,0.971681,0.785287,1
0.993685,0.978906,0.791126,1
0.999362,0.984499,0.795646,1
0.994766,0.979971,0.791987,1
0.99017,0.975443,0.788328,1
0.985574,0.970916,0.784668,1
0.980978,0.966388,0.781009,1
0.976382,0.96186,0.77735,1
0.971786,0.957333,0.773691,1
0.96719,0.952805,0.770032,1
0.962594,0.948277,0.766373,1
0.957998,0.94375,0.762714,1
0.953402,0.939222,0.759054,1
0.948806,0.934694,0.755395,1
0.94421,0.930167,0.751736,1
0.939614,0.925639,0.748077,1
0.935018,0.921111,0.744418,1
0.930422,0.916584,0.740759,1
0.925826,0.912056,0.7371,1
0.92123,0.907528,0.73344,1
0.916633,0.903001,0.729781,1
0.912037,0.898473,0.726122,1
0.907441,0.893945,0.722463,1
0.902845,0.889418,0.718804,1
0.898249,0.88489,0.715145,1
0.893653,0.880362,0.711486,1
